HHSTFIPS,STFIPSnum,State,HBHUR,Urbanicity,TRPTRANS,Mode,TRPMILES_AVG,TRVL_MIN_AVG
20,20,KS,C,Second City,04,Pickup Truck,4.416666667,12.82692308
20,20,KS,C,Second City,11,School Bus,3,15
20,20,KS,C,Second City,14,Shuttle Bus,1,10
20,20,KS,C,Second City,21,Airplane,-8,240
20,20,KS,C,Second City,22,Bicycle,1,10
20,20,KS,C,Second City,23,Walk,0.593869732,13.96551724
20,20,KS,C,Second City,97,Other,0.222222222,5
20,20,KS,S,Suburban,01,Car,6.001388889,14.71875
20,20,KS,S,Suburban,02,Van,4,13.6
20,20,KS,S,Suburban,03,SUV,9.115136876,16.4057971
20,20,KS,S,Suburban,04,Pickup Truck,4.932748538,12.15789474
20,20,KS,S,Suburban,07,Motorcycle,7,21.5
20,20,KS,S,Suburban,11,School Bus,1.111111111,8
20,20,KS,S,Suburban,23,Walk,0.623655914,9.806451613
20,20,KS,TC,Town & Country,01,Car,12.07383578,19.20220588
20,20,KS,TC,Town & Country,02,Van,12.02727878,20.09580838
20,20,KS,TC,Town & Country,03,SUV,14.97782003,21.54372624
20,20,KS,TC,Town & Country,04,Pickup Truck,11.24089835,17.58297872
20,20,KS,TC,Town & Country,05,Other Truck,3.4,9
20,20,KS,TC,Town & Country,07,Motorcycle,14.85185185,24.83333333
20,20,KS,TC,Town & Country,11,School Bus,14.83547009,42.76923077
20,20,KS,TC,Town & Country,22,Bicycle,2.717171717,14
20,20,KS,TC,Town & Country,23,Walk,0.611772487,14.57142857
20,20,KS,TC,Town & Country,97,Other,6.722222222,14.75
20,20,KS,U,Urban,01,Car,3.611111111,12.3
21,21,KY,C,Second City,01,Car,8.817460317,18.5
21,21,KY,C,Second City,02,Van,33.12,52.4
21,21,KY,C,Second City,03,SUV,18.76631393,28.3968254
21,21,KY,C,Second City,04,Pickup Truck,10.23076923,19.76923077
21,21,KY,C,Second City,09,Local Public Bus,8,25
21,21,KY,C,Second City,23,Walk,0.494444444,10.75
21,21,KY,C,Second City,97,Other,8,18
21,21,KY,S,Suburban,01,Car,10.01216545,20.72262774
21,21,KY,S,Suburban,02,Van,6.74952919,14.10169492
21,21,KY,S,Suburban,03,SUV,5.70596206,15.80487805
21,21,KY,S,Suburban,04,Pickup Truck,8.679012346,18.81481481
21,21,KY,S,Suburban,05,Other Truck,0.222222222,2.5
21,21,KY,S,Suburban,07,Motorcycle,3.75,9.375
21,21,KY,S,Suburban,11,School Bus,4.722222222,16.4
21,21,KY,S,Suburban,22,Bicycle,0.46031746,20.85714286
21,21,KY,S,Suburban,23,Walk,0.770833333,17.0625
21,21,KY,TC,Town & Country,01,Car,10.61951754,18.44243421
21,21,KY,TC,Town & Country,02,Van,12.6362773,21.60683761
21,21,KY,TC,Town & Country,03,SUV,14.44315992,22.37572254
21,21,KY,TC,Town & Country,04,Pickup Truck,12.10575636,18.96385542
21,21,KY,TC,Town & Country,05,Other Truck,50.5,56.94444444
21,21,KY,TC,Town & Country,07,Motorcycle,28,50
21,21,KY,TC,Town & Country,11,School Bus,3.830555556,30.325
21,21,KY,TC,Town & Country,22,Bicycle,2,11
21,21,KY,TC,Town & Country,23,Walk,0.025883838,12.13636364
21,21,KY,TC,Town & Country,97,Other,8.844444444,14.6
21,21,KY,U,Urban,01,Car,2.742424242,11.97727273
21,21,KY,U,Urban,04,Pickup Truck,2.5,8.5
21,21,KY,U,Urban,23,Walk,0.694444444,15.25
22,22,LA,C,Second City,01,Car,7.628507295,17.28787879
22,22,LA,C,Second City,02,Van,11.06837607,20.76923077
22,22,LA,C,Second City,03,SUV,52.88181818,60.22727273
22,22,LA,C,Second City,04,Pickup Truck,7.944444444,14.3125
22,22,LA,C,Second City,09,Local Public Bus,2.259259259,55
22,22,LA,C,Second City,22,Bicycle,7,29
22,22,LA,C,Second City,23,Walk,0.480952381,18.71428571
22,22,LA,C,Second City,97,Other,0.555555556,90
22,22,LA,S,Suburban,01,Car,6.904876099,15.61151079
22,22,LA,S,Suburban,02,Van,6.418803419,14.79487179
22,22,LA,S,Suburban,03,SUV,5.648148148,15.87037037
22,22,LA,S,Suburban,04,Pickup Truck,6.072463768,16.67391304
22,22,LA,S,Suburban,11,School Bus,30,45
22,22,LA,S,Suburban,14,Shuttle Bus,0.777777778,8
22,22,LA,S,Suburban,23,Walk,0.601851852,12
22,22,LA,S,Suburban,97,Other,6.5,10.5
22,22,LA,TC,Town & Country,01,Car,12.27559913,24.57254902
22,22,LA,TC,Town & Country,02,Van,18.56368564,28.74390244
22,22,LA,TC,Town & Country,03,SUV,10.91232877,20.85753425
22,22,LA,TC,Town & Country,04,Pickup Truck,13.64035088,23.54093567
22,22,LA,TC,Town & Country,05,Other Truck,5.567901235,10.88888889
22,22,LA,TC,Town & Country,07,Motorcycle,24.41111111,35
22,22,LA,TC,Town & Country,10,Commuter Bus,20,85
22,22,LA,TC,Town & Country,11,School Bus,8.368421053,31.31578947
22,22,LA,TC,Town & Country,14,Shuttle Bus,17.5,22.5
22,22,LA,TC,Town & Country,21,Airplane,15,345
22,22,LA,TC,Town & Country,22,Bicycle,4.148148148,22.33333333
22,22,LA,TC,Town & Country,23,Walk,0.790598291,13.34615385
22,22,LA,TC,Town & Country,97,Other,12.57894737,44.63157895
22,22,LA,U,Urban,01,Car,2.853864734,12.64130435
22,22,LA,U,Urban,02,Van,1.851851852,11.66666667
22,22,LA,U,Urban,03,SUV,1.344941957,8.537313433
22,22,LA,U,Urban,04,Pickup Truck,5.203703704,14.97619048
22,22,LA,U,Urban,09,Local Public Bus,7,15
22,22,LA,U,Urban,23,Walk,-0.092592593,9.5
23,23,ME,C,Second City,01,Car,8.804143126,14.70338983
23,23,ME,C,Second City,02,Van,2.388888889,10.125
23,23,ME,C,Second City,03,SUV,8,14
23,23,ME,C,Second City,04,Pickup Truck,4.857142857,13.42857143
23,23,ME,C,Second City,20,Ferry,9,75
23,23,ME,C,Second City,22,Bicycle,0.555555556,5
23,23,ME,C,Second City,23,Walk,0.645833333,15.5
23,23,ME,S,Suburban,01,Car,9.011272142,19.14492754
23,23,ME,S,Suburban,02,Van,2.230769231,7.692307692
23,23,ME,S,Suburban,03,SUV,8.844444444,29.73333333
23,23,ME,S,Suburban,04,Pickup Truck,66.33333333,55
23,23,ME,S,Suburban,11,School Bus,1.75,12.5
23,23,ME,S,Suburban,23,Walk,0.434343434,11
23,23,ME,S,Suburban,97,Other,1.185185185,6.333333333
23,23,ME,TC,Town & Country,01,Car,11.67676768,20.15252525
23,23,ME,TC,Town & Country,02,Van,13.92391304,27.80434783
23,23,ME,TC,Town & Country,03,SUV,9.267425811,16.36645963
23,23,ME,TC,Town & Country,04,Pickup Truck,7.766795866,17.0503876
23,23,ME,TC,Town & Country,05,Other Truck,7.972222222,16.5
23,23,ME,TC,Town & Country,06,RV,5,7.5
23,23,ME,TC,Town & Country,07,Motorcycle,25,45
23,23,ME,TC,Town & Country,08,Light electric Vehicle (Golf Cart),2,47.5
23,23,ME,TC,Town & Country,09,Local Public Bus,0.222222222,5
23,23,ME,TC,Town & Country,10,Commuter Bus,26.75,39.5
23,23,ME,TC,Town & Country,11,School Bus,18.10793651,43.05714286
23,23,ME,TC,Town & Country,17,Subway/elevated train,1.111111111,20
23,23,ME,TC,Town & Country,19,Taxicab,1.666666667,17.5
23,23,ME,TC,Town & Country,20,Ferry,4,17.5
23,23,ME,TC,Town & Country,21,Airplane,50,17.5
23,23,ME,TC,Town & Country,22,Bicycle,4.436507937,27.5
23,23,ME,TC,Town & Country,23,Walk,0.304414003,16.09589041
23,23,ME,TC,Town & Country,24,Special transit -- people with disabilities,30,45
23,23,ME,TC,Town & Country,97,Other,13.48,22.88
24,24,MD,C,Second City,01,Car,6.899949723,15.30316742
24,24,MD,C,Second City,02,Van,5.675925926,12.45833333
24,24,MD,C,Second City,03,SUV,9.307189542,19.74509804
24,24,MD,C,Second City,04,Pickup Truck,12.30487805,21.26829268
24,24,MD,C,Second City,07,Motorcycle,18,70
24,24,MD,C,Second City,09,Local Public Bus,3,87
24,24,MD,C,Second City,10,Commuter Bus,27,125
24,24,MD,C,Second City,11,School Bus,0.232323232,20.45454545
24,24,MD,C,Second City,16,Commuter Train,38,120
24,24,MD,C,Second City,17,Subway/elevated train,26,85
24,24,MD,C,Second City,22,Bicycle,6.644444444,26.2
24,24,MD,C,Second City,23,Walk,0.531746032,10.42857143
24,24,MD,C,Second City,97,Other,-2,43.33333333
24,24,MD,S,Suburban,-8,Don't Know,4.098765432,16.44444444
24,24,MD,S,Suburban,01,Car,10.17209555,20.95765472
24,24,MD,S,Suburban,02,Van,4.497142857,12.52571429
24,24,MD,S,Suburban,03,SUV,11.17074702,19.33333333
24,24,MD,S,Suburban,04,Pickup Truck,12.39917695,27
24,24,MD,S,Suburban,05,Other Truck,7.285714286,22.85714286
24,24,MD,S,Suburban,07,Motorcycle,0.888888889,15
24,24,MD,S,Suburban,09,Local Public Bus,6,51.25
24,24,MD,S,Suburban,10,Commuter Bus,8,45
24,24,MD,S,Suburban,11,School Bus,8.919191919,24.90909091
24,24,MD,S,Suburban,14,Shuttle Bus,5.333333333,46.66666667
24,24,MD,S,Suburban,16,Commuter Train,-8,55
24,24,MD,S,Suburban,17,Subway/elevated train,6,39.16666667
24,24,MD,S,Suburban,22,Bicycle,1.333333333,17.15384615
24,24,MD,S,Suburban,23,Walk,0.402777778,12.76111111
24,24,MD,S,Suburban,97,Other,2.944444444,17.5
24,24,MD,TC,Town & Country,-8,Don't Know,5.444444444,8.333333333
24,24,MD,TC,Town & Country,01,Car,20.50667881,29.55464481
24,24,MD,TC,Town & Country,02,Van,10.5372549,18.70588235
24,24,MD,TC,Town & Country,03,SUV,14.98705096,24.04511278
24,24,MD,TC,Town & Country,04,Pickup Truck,18.73592085,28.95205479
24,24,MD,TC,Town & Country,05,Other Truck,10,30
24,24,MD,TC,Town & Country,09,Local Public Bus,0.333333333,10
24,24,MD,TC,Town & Country,10,Commuter Bus,40,94
24,24,MD,TC,Town & Country,11,School Bus,5.833333333,24.75
24,24,MD,TC,Town & Country,14,Shuttle Bus,10,15
24,24,MD,TC,Town & Country,15,Amtrak/inter city train,196,240
24,24,MD,TC,Town & Country,19,Taxicab,12,15
24,24,MD,TC,Town & Country,21,Airplane,-8,100
24,24,MD,TC,Town & Country,22,Bicycle,-0.531746032,8.928571429
24,24,MD,TC,Town & Country,23,Walk,0.549242424,9.977272727
24,24,MD,TC,Town & Country,97,Other,4.5,14.25
24,24,MD,U,Urban,01,Car,15.39800995,38.47761194
24,24,MD,U,Urban,02,Van,4.12,14.64
24,24,MD,U,Urban,03,SUV,15.95402299,47.75862069
24,24,MD,U,Urban,04,Pickup Truck,4.5,10
24,24,MD,U,Urban,09,Local Public Bus,-0.777777778,47.45454545
24,24,MD,U,Urban,10,Commuter Bus,10,27
24,24,MD,U,Urban,11,School Bus,4.083333333,28.75
24,24,MD,U,Urban,14,Shuttle Bus,2,12.5
24,24,MD,U,Urban,15,Amtrak/inter city train,50,50
24,24,MD,U,Urban,17,Subway/elevated train,0.111111111,10
24,24,MD,U,Urban,19,Taxicab,4.511111111,15.9
24,24,MD,U,Urban,23,Walk,0.46031746,13.64285714
25,25,MA,C,Second City,-7,Refused,3.092592593,9.833333333
25,25,MA,C,Second City,01,Car,7.235026042,20.4140625
25,25,MA,C,Second City,02,Van,21.68253968,32.46938776
25,25,MA,C,Second City,03,SUV,5.118773946,15.93103448
25,25,MA,C,Second City,04,Pickup Truck,2.774410774,10.09090909
25,25,MA,C,Second City,09,Local Public Bus,4.5,23.75
25,25,MA,C,Second City,11,School Bus,2.209876543,17.77777778
25,25,MA,C,Second City,16,Commuter Train,11,19
25,25,MA,C,Second City,17,Subway/elevated train,4,23.75
25,25,MA,C,Second City,19,Taxicab,1,15
25,25,MA,C,Second City,22,Bicycle,1.919191919,21.36363636
25,25,MA,C,Second City,23,Walk,0.674718196,14.07246377
25,25,MA,S,Suburban,-8,Don't Know,-8,20
25,25,MA,S,Suburban,01,Car,8.871345029,20.11677632
25,25,MA,S,Suburban,02,Van,17.27222222,28.31875
25,25,MA,S,Suburban,03,SUV,5.763172967,17.17010309
25,25,MA,S,Suburban,04,Pickup Truck,7.532258065,20.88709677
25,25,MA,S,Suburban,05,Other Truck,21,45
25,25,MA,S,Suburban,11,School Bus,2.680555556,25.125
25,25,MA,S,Suburban,12,Charter/Tour Bus,125,150
25,25,MA,S,Suburban,14,Shuttle Bus,2.777777778,25
25,25,MA,S,Suburban,16,Commuter Train,13,45
25,25,MA,S,Suburban,17,Subway/elevated train,13,59
25,25,MA,S,Suburban,19,Taxicab,22,50
25,25,MA,S,Suburban,22,Bicycle,3.6,20
25,25,MA,S,Suburban,23,Walk,0.722222222,13.21875
25,25,MA,S,Suburban,24,Special transit -- people with disabilities,-8,20
25,25,MA,S,Suburban,97,Other,1.606060606,8.636363636
25,25,MA,TC,Town & Country,01,Car,11.52534823,21.20408163
25,25,MA,TC,Town & Country,02,Van,6.155240347,14.93617021
25,25,MA,TC,Town & Country,03,SUV,10.50922722,21.14532872
25,25,MA,TC,Town & Country,04,Pickup Truck,11.90362812,21.15306122
25,25,MA,TC,Town & Country,05,Other Truck,29.25,36.25
25,25,MA,TC,Town & Country,07,Motorcycle,4.5,12.5
25,25,MA,TC,Town & Country,09,Local Public Bus,1,15
25,25,MA,TC,Town & Country,10,Commuter Bus,4.611111111,17.5
25,25,MA,TC,Town & Country,11,School Bus,9.326797386,26.94117647
25,25,MA,TC,Town & Country,14,Shuttle Bus,4,19.5
25,25,MA,TC,Town & Country,16,Commuter Train,23,80
25,25,MA,TC,Town & Country,19,Taxicab,6.666666667,18.33333333
25,25,MA,TC,Town & Country,22,Bicycle,11,76.33333333
25,25,MA,TC,Town & Country,23,Walk,1.021164021,17.4952381
25,25,MA,U,Urban,01,Car,5.58374183,18.72794118
25,25,MA,U,Urban,02,Van,10.21568627,21.94117647
25,25,MA,U,Urban,03,SUV,16.59356725,28.89473684
25,25,MA,U,Urban,09,Local Public Bus,1.848484848,27.36363636
25,25,MA,U,Urban,10,Commuter Bus,2.8,32
25,25,MA,U,Urban,12,Charter/Tour Bus,15.87037037,26.33333333
25,25,MA,U,Urban,13,City to City Bus,1.333333333,15
25,25,MA,U,Urban,14,Shuttle Bus,6,26
25,25,MA,U,Urban,16,Commuter Train,6,16
25,25,MA,U,Urban,17,Subway/elevated train,5.437908497,41.52941176
25,25,MA,U,Urban,18,street car/trolley,5,47
25,25,MA,U,Urban,19,Taxicab,3.759259259,26.16666667
25,25,MA,U,Urban,23,Walk,0.776377218,15.78151261
25,25,MA,U,Urban,24,Special transit -- people with disabilities,6,40.5
26,26,MI,C,Second City,01,Car,6.430091185,15.14285714
26,26,MI,C,Second City,02,Van,27.78466077,36.96460177
26,26,MI,C,Second City,03,SUV,5.92431562,15.14492754
26,26,MI,C,Second City,04,Pickup Truck,8.796875,16.78125
26,26,MI,C,Second City,09,Local Public Bus,7.142857143,27.14285714
26,26,MI,C,Second City,11,School Bus,3.111111111,30.66666667
26,26,MI,C,Second City,21,Airplane,958,140
26,26,MI,C,Second City,22,Bicycle,1.205555556,24.4
26,26,MI,C,Second City,23,Walk,0.849074074,15.31666667
26,26,MI,C,Second City,24,Special transit -- people with disabilities,5,15
26,26,MI,C,Second City,97,Other,10.8,21
26,26,MI,S,Suburban,01,Car,8.324976122,19.00716332
26,26,MI,S,Suburban,02,Van,5.576315789,14.46842105
26,26,MI,S,Suburban,03,SUV,13.98159722,21.95
26,26,MI,S,Suburban,04,Pickup Truck,8.090014065,17.39240506
26,26,MI,S,Suburban,05,Other Truck,2.079365079,5
26,26,MI,S,Suburban,09,Local Public Bus,22,65
26,26,MI,S,Suburban,11,School Bus,3.578347578,25.1025641
26,26,MI,S,Suburban,12,Charter/Tour Bus,97,120
26,26,MI,S,Suburban,22,Bicycle,0.916666667,12.25
26,26,MI,S,Suburban,23,Walk,0.88640873,14.69642857
26,26,MI,S,Suburban,24,Special transit -- people with disabilities,1,15
26,26,MI,S,Suburban,97,Other,9,32.16666667
26,26,MI,TC,Town & Country,-8,Don't Know,22.5,20
26,26,MI,TC,Town & Country,01,Car,9.547612947,17.35511145
26,26,MI,TC,Town & Country,02,Van,9.129314995,17.72572816
26,26,MI,TC,Town & Country,03,SUV,9.143269786,16.50433276
26,26,MI,TC,Town & Country,04,Pickup Truck,10.00157604,17.54846336
26,26,MI,TC,Town & Country,05,Other Truck,15.32051282,39.15384615
26,26,MI,TC,Town & Country,07,Motorcycle,12.16666667,22.5
26,26,MI,TC,Town & Country,11,School Bus,5.163265306,29.95918367
26,26,MI,TC,Town & Country,12,Charter/Tour Bus,230,192.5
26,26,MI,TC,Town & Country,14,Shuttle Bus,19,36.25
26,26,MI,TC,Town & Country,21,Airplane,44,193
26,26,MI,TC,Town & Country,22,Bicycle,2.617647059,20.20588235
26,26,MI,TC,Town & Country,23,Walk,0.69969278,14.32258065
26,26,MI,TC,Town & Country,97,Other,16.71428571,26.14285714
26,26,MI,U,Urban,01,Car,5.097222222,16.17
26,26,MI,U,Urban,02,Van,3.555555556,15.96875
26,26,MI,U,Urban,03,SUV,4.660493827,11.25396825
26,26,MI,U,Urban,04,Pickup Truck,6.673913043,18.30434783
26,26,MI,U,Urban,07,Motorcycle,16.75,23
26,26,MI,U,Urban,09,Local Public Bus,8,60
26,26,MI,U,Urban,19,Taxicab,14,25
26,26,MI,U,Urban,22,Bicycle,0.222222222,7.5
26,26,MI,U,Urban,23,Walk,0.588235294,16.41176471
27,27,MN,C,Second City,01,Car,8.31372549,17.05147059
27,27,MN,C,Second City,02,Van,15.97373737,23.23636364
27,27,MN,C,Second City,03,SUV,25.02380952,31.14285714
27,27,MN,C,Second City,04,Pickup Truck,18.53703704,24.70833333
27,27,MN,C,Second City,05,Other Truck,3,15
27,27,MN,C,Second City,09,Local Public Bus,0.555555556,15
27,27,MN,C,Second City,11,School Bus,10,15
27,27,MN,C,Second City,21,Airplane,0.111111111,5
27,27,MN,C,Second City,22,Bicycle,0.666666667,10
27,27,MN,C,Second City,23,Walk,0.99382716,32.24074074
27,27,MN,C,Second City,97,Other,2,5
27,27,MN,S,Suburban,01,Car,7.075963719,17.26020408
27,27,MN,S,Suburban,02,Van,17.65630182,23.41791045
27,27,MN,S,Suburban,03,SUV,6.719116632,15.04968944
27,27,MN,S,Suburban,04,Pickup Truck,10.09090909,20.66666667
27,27,MN,S,Suburban,09,Local Public Bus,14,47.75
27,27,MN,S,Suburban,11,School Bus,4.606060606,18.45454545
27,27,MN,S,Suburban,12,Charter/Tour Bus,10,20
27,27,MN,S,Suburban,21,Airplane,1400,190
27,27,MN,S,Suburban,22,Bicycle,4.764444444,29.36
27,27,MN,S,Suburban,23,Walk,0.703203203,17.66666667
27,27,MN,S,Suburban,97,Other,11.66666667,25
27,27,MN,TC,Town & Country,01,Car,11.10665857,17.65391621
27,27,MN,TC,Town & Country,02,Van,6.927170868,11.73109244
27,27,MN,TC,Town & Country,03,SUV,15.47114252,23.63250883
27,27,MN,TC,Town & Country,04,Pickup Truck,12.78335991,20.96172249
27,27,MN,TC,Town & Country,05,Other Truck,15.46031746,26.76190476
27,27,MN,TC,Town & Country,07,Motorcycle,13.81818182,26.36363636
27,27,MN,TC,Town & Country,08,Light electric Vehicle (Golf Cart),0.222222222,4
27,27,MN,TC,Town & Country,09,Local Public Bus,3.5,20
27,27,MN,TC,Town & Country,10,Commuter Bus,50,70
27,27,MN,TC,Town & Country,11,School Bus,6.465811966,35.5
27,27,MN,TC,Town & Country,12,Charter/Tour Bus,200,255
27,27,MN,TC,Town & Country,22,Bicycle,2.882352941,20.64705882
27,27,MN,TC,Town & Country,23,Walk,0.489711934,10.32407407
27,27,MN,TC,Town & Country,97,Other,11,15
27,27,MN,U,Urban,01,Car,6.057971014,17.59782609
27,27,MN,U,Urban,02,Van,8.571428571,14.78571429
27,27,MN,U,Urban,03,SUV,5.255319149,15.85106383
27,27,MN,U,Urban,04,Pickup Truck,8.333333333,24.16666667
27,27,MN,U,Urban,07,Motorcycle,1,10
27,27,MN,U,Urban,09,Local Public Bus,1.611111111,41.25
27,27,MN,U,Urban,15,Amtrak/inter city train,0.5,25
27,27,MN,U,Urban,22,Bicycle,3,26
27,27,MN,U,Urban,23,Walk,0.093567251,13.15789474
27,27,MN,U,Urban,97,Other,3.527777778,14.5
28,28,MS,C,Second City,01,Car,7.612922705,16.52717391
28,28,MS,C,Second City,02,Van,1.666666667,5
28,28,MS,C,Second City,03,SUV,9.055555556,19.76666667
28,28,MS,C,Second City,04,Pickup Truck,9.356725146,18.23684211
28,28,MS,C,Second City,23,Walk,0.264957265,9.538461538
28,28,MS,C,Second City,97,Other,10,20
28,28,MS,S,Suburban,01,Car,6.8,14.18
28,28,MS,S,Suburban,02,Van,2,32
28,28,MS,S,Suburban,03,SUV,3.37037037,15
28,28,MS,S,Suburban,04,Pickup Truck,13.13333333,27
28,28,MS,S,Suburban,08,Light electric Vehicle (Golf Cart),0.5,1
28,28,MS,S,Suburban,22,Bicycle,0.555555556,3.75
28,28,MS,S,Suburban,23,Walk,1.111111111,9.5
28,28,MS,TC,Town & Country,01,Car,9.730855856,18.16216216
28,28,MS,TC,Town & Country,02,Van,10.67819706,17.62264151
28,28,MS,TC,Town & Country,03,SUV,12.32734755,19.5993266
28,28,MS,TC,Town & Country,04,Pickup Truck,16.45527157,25.67092652
28,28,MS,TC,Town & Country,05,Other Truck,4.5,10
28,28,MS,TC,Town & Country,06,RV,34.26388889,38.625
28,28,MS,TC,Town & Country,07,Motorcycle,6.071428571,7
28,28,MS,TC,Town & Country,10,Commuter Bus,52,60
28,28,MS,TC,Town & Country,11,School Bus,23.92307692,44.07692308
28,28,MS,TC,Town & Country,12,Charter/Tour Bus,118.3333333,157.5
28,28,MS,TC,Town & Country,14,Shuttle Bus,1.5,16.25
28,28,MS,TC,Town & Country,22,Bicycle,1,14.5
28,28,MS,TC,Town & Country,23,Walk,0.404853129,11.14942529
29,29,MO,C,Second City,01,Car,5.263209877,13.44888889
29,29,MO,C,Second City,02,Van,3.590909091,11.54545455
29,29,MO,C,Second City,03,SUV,11.88571429,18.17142857
29,29,MO,C,Second City,04,Pickup Truck,8.490421456,14.44827586
29,29,MO,C,Second City,07,Motorcycle,0.222222222,7.5
29,29,MO,C,Second City,11,School Bus,-0.5,12.25
29,29,MO,C,Second City,22,Bicycle,2,14
29,29,MO,C,Second City,23,Walk,1.240740741,22.33333333
29,29,MO,S,Suburban,01,Car,10.21654198,18.42892768
29,29,MO,S,Suburban,02,Van,7.390740741,17.2
29,29,MO,S,Suburban,03,SUV,23.9708561,22.26229508
29,29,MO,S,Suburban,04,Pickup Truck,7.150537634,15.67741935
29,29,MO,S,Suburban,05,Other Truck,6,25
29,29,MO,S,Suburban,07,Motorcycle,3,10
29,29,MO,S,Suburban,10,Commuter Bus,40,175
29,29,MO,S,Suburban,11,School Bus,4.261904762,19.28571429
29,29,MO,S,Suburban,14,Shuttle Bus,14,35
29,29,MO,S,Suburban,16,Commuter Train,40,175
29,29,MO,S,Suburban,19,Taxicab,3,15
29,29,MO,S,Suburban,21,Airplane,950,187.5
29,29,MO,S,Suburban,22,Bicycle,2,15
29,29,MO,S,Suburban,23,Walk,0.505555556,11.88333333
29,29,MO,S,Suburban,97,Other,2.25,6.75
29,29,MO,TC,Town & Country,-8,Don't Know,3.061728395,6.888888889
29,29,MO,TC,Town & Country,01,Car,9.490393123,16.47212742
29,29,MO,TC,Town & Country,02,Van,13.34722222,20.9125
29,29,MO,TC,Town & Country,03,SUV,9.604895105,17.71678322
29,29,MO,TC,Town & Country,04,Pickup Truck,11.17893218,18.09350649
29,29,MO,TC,Town & Country,05,Other Truck,19.1,29.1
29,29,MO,TC,Town & Country,07,Motorcycle,2.465811966,10
29,29,MO,TC,Town & Country,11,School Bus,6.149870801,35.34883721
29,29,MO,TC,Town & Country,12,Charter/Tour Bus,15.08333333,24.58333333
29,29,MO,TC,Town & Country,13,City to City Bus,250,360
29,29,MO,TC,Town & Country,22,Bicycle,3.074074074,42.22222222
29,29,MO,TC,Town & Country,23,Walk,0.565432099,12.9
29,29,MO,TC,Town & Country,97,Other,4.588888889,18.6
29,29,MO,U,Urban,01,Car,7.541520468,17.68421053
29,29,MO,U,Urban,02,Van,10,15
29,29,MO,U,Urban,03,SUV,10.11788618,17.7804878
29,29,MO,U,Urban,05,Other Truck,53,60
29,29,MO,U,Urban,09,Local Public Bus,0.111111111,60
29,29,MO,U,Urban,19,Taxicab,4,45
29,29,MO,U,Urban,23,Walk,1.066666667,15.6
29,29,MO,U,Urban,24,Special transit -- people with disabilities,-8,27.5
29,29,MO,U,Urban,97,Other,9,315
30,30,MT,C,Second City,01,Car,3.467305801,20.65486726
30,30,MT,C,Second City,02,Van,4.166666667,12.28125
30,30,MT,C,Second City,03,SUV,5.131313131,12.06060606
30,30,MT,C,Second City,04,Pickup Truck,2.883411581,10.33802817
30,30,MT,C,Second City,22,Bicycle,1.666666667,22.5
30,30,MT,C,Second City,23,Walk,0.557098765,11.02777778
30,30,MT,C,Second City,24,Special transit -- people with disabilities,-3.5,4
30,30,MT,C,Second City,97,Other,3.166666667,10.83333333
30,30,MT,S,Suburban,01,Car,1.718518519,10.4
30,30,MT,S,Suburban,02,Van,2.714285714,13.57142857
30,30,MT,S,Suburban,03,SUV,2.666666667,8.333333333
30,30,MT,S,Suburban,05,Other Truck,216.6666667,203.3333333
30,30,MT,S,Suburban,23,Walk,2,15
30,30,MT,TC,Town & Country,01,Car,13.23020833,20.8984375
30,30,MT,TC,Town & Country,02,Van,18.49114332,29.44927536
30,30,MT,TC,Town & Country,03,SUV,8.749561865,16.14826498
30,30,MT,TC,Town & Country,04,Pickup Truck,10.97730829,19.26408451
30,30,MT,TC,Town & Country,05,Other Truck,6,20
30,30,MT,TC,Town & Country,06,RV,105,150
30,30,MT,TC,Town & Country,07,Motorcycle,1.37037037,3.666666667
30,30,MT,TC,Town & Country,11,School Bus,5.598290598,24.84615385
30,30,MT,TC,Town & Country,14,Shuttle Bus,8.5,25
30,30,MT,TC,Town & Country,21,Airplane,648,197.5
30,30,MT,TC,Town & Country,22,Bicycle,3.777777778,29.41176471
30,30,MT,TC,Town & Country,23,Walk,0.594202899,15.85217391
30,30,MT,TC,Town & Country,97,Other,9.652777778,14.875
31,31,NE,C,Second City,-8,Don't Know,8,17
31,31,NE,C,Second City,01,Car,7.952805516,16.24108417
31,31,NE,C,Second City,02,Van,5.666176471,17.53235294
31,31,NE,C,Second City,03,SUV,5.92832244,13.7372549
31,31,NE,C,Second City,04,Pickup Truck,6.363271605,14.58333333
31,31,NE,C,Second City,07,Motorcycle,11.37962963,23.75
31,31,NE,C,Second City,09,Local Public Bus,12.75,37.875
31,31,NE,C,Second City,11,School Bus,7.5,21.75
31,31,NE,C,Second City,14,Shuttle Bus,2,20
31,31,NE,C,Second City,21,Airplane,504.8571429,110
31,31,NE,C,Second City,22,Bicycle,2.833333333,17.08333333
31,31,NE,C,Second City,23,Walk,0.424157303,11.9494382
31,31,NE,C,Second City,97,Other,29.25925926,32.41666667
31,31,NE,S,Suburban,-1,Appropriate skip,-1,7.5
31,31,NE,S,Suburban,-8,Don't Know,5,10
31,31,NE,S,Suburban,01,Car,7.134981348,15.48236294
31,31,NE,S,Suburban,02,Van,8.386018519,15.76
31,31,NE,S,Suburban,03,SUV,8.75169833,18.28393782
31,31,NE,S,Suburban,04,Pickup Truck,13.16114711,21.38012959
31,31,NE,S,Suburban,05,Other Truck,13.52380952,22.42857143
31,31,NE,S,Suburban,07,Motorcycle,6.46031746,14.28571429
31,31,NE,S,Suburban,09,Local Public Bus,-2,35.625
