HHSTFIPS,STFIPSnum,State,HBHUR,Urbanicity,TRPTRANS,Mode,TRPMILES_AVG,TRVL_MIN_AVG
31,31,NE,S,Suburban,11,School Bus,2.916666667,16.29166667
31,31,NE,S,Suburban,12,Charter/Tour Bus,143.4285714,186.4285714
31,31,NE,S,Suburban,14,Shuttle Bus,2,10
31,31,NE,S,Suburban,21,Airplane,167.6666667,37
31,31,NE,S,Suburban,22,Bicycle,1.255144033,14.74074074
31,31,NE,S,Suburban,23,Walk,0.830957602,13.69407895
31,31,NE,S,Suburban,97,Other,5.893162393,14.46153846
31,31,NE,TC,Town & Country,01,Car,12.05769453,20.00208117
31,31,NE,TC,Town & Country,02,Van,13.73249839,21.26878613
31,31,NE,TC,Town & Country,03,SUV,16.27268643,24.86522911
31,31,NE,TC,Town & Country,04,Pickup Truck,9.555699856,16.15064935
31,31,NE,TC,Town & Country,05,Other Truck,56.6,80.6
31,31,NE,TC,Town & Country,07,Motorcycle,1.333333333,4.333333333
31,31,NE,TC,Town & Country,11,School Bus,6.740740741,24.92592593
31,31,NE,TC,Town & Country,14,Shuttle Bus,25,45
31,31,NE,TC,Town & Country,18,street car/trolley,3,10
31,31,NE,TC,Town & Country,19,Taxicab,4.333333333,11.66666667
31,31,NE,TC,Town & Country,21,Airplane,-8,390
31,31,NE,TC,Town & Country,22,Bicycle,1.717171717,13.54545455
31,31,NE,TC,Town & Country,23,Walk,0.593351548,12.2704918
31,31,NE,TC,Town & Country,24,Special transit -- people with disabilities,4,11.25
31,31,NE,TC,Town & Country,97,Other,10.87301587,22.14285714
31,31,NE,U,Urban,-8,Don't Know,-8,4.5
31,31,NE,U,Urban,01,Car,6.057584982,15.84627093
31,31,NE,U,Urban,02,Van,4.361491629,12.65753425
31,31,NE,U,Urban,03,SUV,4.77166157,12.55963303
31,31,NE,U,Urban,04,Pickup Truck,8.098039216,17.25490196
31,31,NE,U,Urban,08,Light electric Vehicle (Golf Cart),0.555555556,10
31,31,NE,U,Urban,09,Local Public Bus,5,67.5
31,31,NE,U,Urban,10,Commuter Bus,2.111111111,11.66666667
31,31,NE,U,Urban,11,School Bus,8.6,20.9
31,31,NE,U,Urban,14,Shuttle Bus,11.11111111,16
31,31,NE,U,Urban,15,Amtrak/inter city train,65,135
31,31,NE,U,Urban,19,Taxicab,2,15
31,31,NE,U,Urban,21,Airplane,1286.5,262.5
31,31,NE,U,Urban,22,Bicycle,0,17.8
31,31,NE,U,Urban,23,Walk,0.60697888,14.44628099
31,31,NE,U,Urban,97,Other,2,5
32,32,NV,C,Second City,01,Car,6.363667348,16.27607362
32,32,NV,C,Second City,02,Van,0.555555556,5
32,32,NV,C,Second City,03,SUV,12.15762274,22.27906977
32,32,NV,C,Second City,04,Pickup Truck,5.25,33.30208333
32,32,NV,C,Second City,11,School Bus,27.75,54.75
32,32,NV,C,Second City,22,Bicycle,0.555555556,20
32,32,NV,C,Second City,23,Walk,0.692592593,19.53333333
32,32,NV,C,Second City,97,Other,3.285714286,11.42857143
32,32,NV,S,Suburban,-1,Appropriate skip,5,7.5
32,32,NV,S,Suburban,01,Car,7.216239316,18.04615385
32,32,NV,S,Suburban,02,Van,5.652329749,11.83870968
32,32,NV,S,Suburban,03,SUV,7.707786527,18.27559055
32,32,NV,S,Suburban,04,Pickup Truck,36.96410256,42.86153846
32,32,NV,S,Suburban,07,Motorcycle,9.5,30
32,32,NV,S,Suburban,09,Local Public Bus,10.3,61.5
32,32,NV,S,Suburban,11,School Bus,3.636363636,36.36363636
32,32,NV,S,Suburban,19,Taxicab,11,22.5
32,32,NV,S,Suburban,22,Bicycle,2.037037037,13.33333333
32,32,NV,S,Suburban,23,Walk,0.883838384,17.18181818
32,32,NV,TC,Town & Country,01,Car,11.18453082,18.55830389
32,32,NV,TC,Town & Country,02,Van,5.383333333,11.86666667
32,32,NV,TC,Town & Country,03,SUV,10.72679325,19.87974684
32,32,NV,TC,Town & Country,04,Pickup Truck,9.904761905,20.33116883
32,32,NV,TC,Town & Country,06,RV,200,270
32,32,NV,TC,Town & Country,07,Motorcycle,1,5
32,32,NV,TC,Town & Country,11,School Bus,4,37.5
32,32,NV,TC,Town & Country,19,Taxicab,4.5,10.5
32,32,NV,TC,Town & Country,21,Airplane,400,70
32,32,NV,TC,Town & Country,22,Bicycle,2.82962963,16.86666667
32,32,NV,TC,Town & Country,23,Walk,0.904166667,24.475
32,32,NV,TC,Town & Country,97,Other,9,21.33333333
32,32,NV,U,Urban,01,Car,5.061631944,19.6796875
32,32,NV,U,Urban,02,Van,4.415204678,14.15789474
32,32,NV,U,Urban,03,SUV,8.268921095,18.2173913
32,32,NV,U,Urban,04,Pickup Truck,5.533333333,19.66666667
32,32,NV,U,Urban,05,Other Truck,0.444444444,5
32,32,NV,U,Urban,09,Local Public Bus,6.944444444,38.75
32,32,NV,U,Urban,11,School Bus,7,15
32,32,NV,U,Urban,21,Airplane,350,60
32,32,NV,U,Urban,23,Walk,-0.425925926,8.393939394
32,32,NV,U,Urban,97,Other,3,15
32,32,NV,X,,03,SUV,32.75,30
32,32,NV,X,,04,Pickup Truck,1.888888889,4.25
33,33,NH,C,Second City,01,Car,8.055973266,18.95488722
33,33,NH,C,Second City,02,Van,1.227272727,12.04545455
33,33,NH,C,Second City,03,SUV,9.851851852,24
33,33,NH,C,Second City,04,Pickup Truck,9.6,30.3
33,33,NH,C,Second City,07,Motorcycle,5.37037037,27.5
33,33,NH,C,Second City,10,Commuter Bus,75,120
33,33,NH,C,Second City,11,School Bus,4,25
33,33,NH,C,Second City,17,Subway/elevated train,5.185185185,33
33,33,NH,C,Second City,23,Walk,-0.322751323,18.47619048
33,33,NH,C,Second City,97,Other,3,5
33,33,NH,S,Suburban,01,Car,9.838842975,21.16528926
33,33,NH,S,Suburban,02,Van,30.75308642,40.88888889
33,33,NH,S,Suburban,03,SUV,12.5,22.77083333
33,33,NH,S,Suburban,04,Pickup Truck,9.677777778,17.65
33,33,NH,S,Suburban,05,Other Truck,2.666666667,30
33,33,NH,S,Suburban,09,Local Public Bus,3,40
33,33,NH,S,Suburban,11,School Bus,3,15
33,33,NH,S,Suburban,17,Subway/elevated train,-8,40
33,33,NH,S,Suburban,23,Walk,0.4,25.9
33,33,NH,TC,Town & Country,01,Car,10.51232298,20.80269608
33,33,NH,TC,Town & Country,02,Van,11.88155136,21.13207547
33,33,NH,TC,Town & Country,03,SUV,10.76556777,18.87179487
33,33,NH,TC,Town & Country,04,Pickup Truck,12.97179921,23.10152284
33,33,NH,TC,Town & Country,05,Other Truck,21,33.75
33,33,NH,TC,Town & Country,07,Motorcycle,6,12.5
33,33,NH,TC,Town & Country,09,Local Public Bus,235.5,190
33,33,NH,TC,Town & Country,11,School Bus,5.222222222,28.40740741
33,33,NH,TC,Town & Country,12,Charter/Tour Bus,16,45
33,33,NH,TC,Town & Country,14,Shuttle Bus,1,10
33,33,NH,TC,Town & Country,16,Commuter Train,45,70
33,33,NH,TC,Town & Country,19,Taxicab,1.333333333,22.5
33,33,NH,TC,Town & Country,22,Bicycle,8.153846154,53.38461538
33,33,NH,TC,Town & Country,23,Walk,0.714814815,13.6962963
33,33,NH,TC,Town & Country,97,Other,2.5,7.5
34,34,NJ,C,Second City,01,Car,10.68253968,22.04761905
34,34,NJ,C,Second City,02,Van,8.668168168,14.06756757
34,34,NJ,C,Second City,03,SUV,7.632363908,16.54362416
34,34,NJ,C,Second City,04,Pickup Truck,10.01960784,23.33333333
34,34,NJ,C,Second City,07,Motorcycle,6,32.5
34,34,NJ,C,Second City,11,School Bus,6.421052632,28.15789474
34,34,NJ,C,Second City,14,Shuttle Bus,3,15
34,34,NJ,C,Second City,22,Bicycle,0.481481481,11
34,34,NJ,C,Second City,23,Walk,0.520531401,11.06521739
34,34,NJ,S,Suburban,01,Car,9.24596567,19.14153562
34,34,NJ,S,Suburban,02,Van,6.742012399,14.78540773
34,34,NJ,S,Suburban,03,SUV,7.975392512,17.20380435
34,34,NJ,S,Suburban,04,Pickup Truck,9.992592593,20.92
34,34,NJ,S,Suburban,05,Other Truck,10.5,20
34,34,NJ,S,Suburban,08,Light electric Vehicle (Golf Cart),0.333333333,27
34,34,NJ,S,Suburban,09,Local Public Bus,-8,160
34,34,NJ,S,Suburban,10,Commuter Bus,1,60
34,34,NJ,S,Suburban,11,School Bus,7.888888889,26.17241379
34,34,NJ,S,Suburban,14,Shuttle Bus,1.444444444,6.111111111
34,34,NJ,S,Suburban,16,Commuter Train,17.25,53.75
34,34,NJ,S,Suburban,17,Subway/elevated train,-8,42
34,34,NJ,S,Suburban,19,Taxicab,7.766666667,29.5
34,34,NJ,S,Suburban,21,Airplane,488,140
34,34,NJ,S,Suburban,22,Bicycle,3.266666667,29.06666667
34,34,NJ,S,Suburban,23,Walk,0.382438618,11.23595506
34,34,NJ,S,Suburban,97,Other,7.023809524,15.35714286
34,34,NJ,TC,Town & Country,-7,Refused,7.738095238,19
34,34,NJ,TC,Town & Country,01,Car,12.04334365,19.29876161
34,34,NJ,TC,Town & Country,02,Van,11.66764133,21.15789474
34,34,NJ,TC,Town & Country,03,SUV,21.10582011,26.87445887
34,34,NJ,TC,Town & Country,04,Pickup Truck,10.43550894,18.65734266
34,34,NJ,TC,Town & Country,07,Motorcycle,39.93650794,58.42857143
34,34,NJ,TC,Town & Country,11,School Bus,4.287356322,23.86206897
34,34,NJ,TC,Town & Country,12,Charter/Tour Bus,56.66666667,85
34,34,NJ,TC,Town & Country,21,Airplane,400,125
34,34,NJ,TC,Town & Country,22,Bicycle,6.907407407,35.41666667
34,34,NJ,TC,Town & Country,23,Walk,0.526143791,14.12941176
34,34,NJ,TC,Town & Country,97,Other,17.75,33.75
34,34,NJ,U,Urban,01,Car,5.931834795,17.14802632
34,34,NJ,U,Urban,02,Van,17.95833333,34.91666667
34,34,NJ,U,Urban,03,SUV,11.42620232,21.63432836
34,34,NJ,U,Urban,04,Pickup Truck,15.8,32.2
34,34,NJ,U,Urban,05,Other Truck,8,30
34,34,NJ,U,Urban,09,Local Public Bus,5.5,58.75
34,34,NJ,U,Urban,10,Commuter Bus,5,45
34,34,NJ,U,Urban,12,Charter/Tour Bus,1,32.5
34,34,NJ,U,Urban,16,Commuter Train,8,77.5
34,34,NJ,U,Urban,17,Subway/elevated train,0,63.75
34,34,NJ,U,Urban,19,Taxicab,2,-1
34,34,NJ,U,Urban,23,Walk,0.552511416,11.35616438
34,34,NJ,U,Urban,24,Special transit -- people with disabilities,0.444444444,35
34,34,NJ,U,Urban,97,Other,4.833333333,11.1
35,35,NM,C,Second City,-1,Appropriate skip,-1,24.44444444
35,35,NM,C,Second City,01,Car,5.330822348,13.83615819
35,35,NM,C,Second City,02,Van,0.555555556,10
35,35,NM,C,Second City,03,SUV,4.877525253,12.29545455
35,35,NM,C,Second City,04,Pickup Truck,13.58906526,22.01587302
35,35,NM,C,Second City,11,School Bus,1.666666667,14.33333333
35,35,NM,C,Second City,14,Shuttle Bus,2,12.5
35,35,NM,C,Second City,23,Walk,0.837606838,13.88461538
35,35,NM,S,Suburban,01,Car,7.813463098,20.7810219
35,35,NM,S,Suburban,02,Van,4.77294686,16.52173913
35,35,NM,S,Suburban,03,SUV,8.601010101,15.7012987
35,35,NM,S,Suburban,04,Pickup Truck,7.060606061,17.78787879
35,35,NM,S,Suburban,05,Other Truck,152.5714286,167.4285714
35,35,NM,S,Suburban,07,Motorcycle,9,18.75
35,35,NM,S,Suburban,09,Local Public Bus,1.666666667,18.33333333
35,35,NM,S,Suburban,11,School Bus,5.857142857,28.14285714
35,35,NM,S,Suburban,22,Bicycle,2.277777778,14.75
35,35,NM,S,Suburban,23,Walk,0.685823755,23.5862069
35,35,NM,S,Suburban,97,Other,7,15
35,35,NM,TC,Town & Country,-7,Refused,9.333333333,16.55555556
35,35,NM,TC,Town & Country,01,Car,10.06119658,18.62153846
35,35,NM,TC,Town & Country,02,Van,9.038701623,17.04494382
35,35,NM,TC,Town & Country,03,SUV,5.747252747,13.2032967
35,35,NM,TC,Town & Country,04,Pickup Truck,14.24674675,24.34684685
35,35,NM,TC,Town & Country,10,Commuter Bus,78,57.5
35,35,NM,TC,Town & Country,11,School Bus,48,59
35,35,NM,TC,Town & Country,21,Airplane,1500,600
35,35,NM,TC,Town & Country,22,Bicycle,0.833333333,11.66666667
35,35,NM,TC,Town & Country,23,Walk,0.413194444,18.22916667
35,35,NM,TC,Town & Country,97,Other,0.111111111,5
35,35,NM,U,Urban,01,Car,7.453405018,14.72043011
35,35,NM,U,Urban,02,Van,3,10
35,35,NM,U,Urban,03,SUV,7.57966457,18.58490566
35,35,NM,U,Urban,04,Pickup Truck,6.364583333,15.65625
35,35,NM,U,Urban,05,Other Truck,8,15
35,35,NM,U,Urban,09,Local Public Bus,5.111111111,17.5
35,35,NM,U,Urban,10,Commuter Bus,12.75,28.75
35,35,NM,U,Urban,11,School Bus,1.777777778,13
35,35,NM,U,Urban,21,Airplane,1380,220
35,35,NM,U,Urban,22,Bicycle,0.777777778,15
35,35,NM,U,Urban,23,Walk,0.676328502,9.695652174
35,35,NM,U,Urban,97,Other,9.711111111,18
36,36,NY,C,Second City,-1,Appropriate skip,-1,16.25
36,36,NY,C,Second City,-9,Not Ascertained,-1.5,0.5
36,36,NY,C,Second City,01,Car,6.850734638,16.08007626
36,36,NY,C,Second City,02,Van,6.271436018,15.28850665
36,36,NY,C,Second City,03,SUV,8.52992087,17.44015826
36,36,NY,C,Second City,04,Pickup Truck,7.556432329,17.758967
36,36,NY,C,Second City,05,Other Truck,6.986111111,17.05
36,36,NY,C,Second City,07,Motorcycle,7.106280193,15.69565217
36,36,NY,C,Second City,09,Local Public Bus,5.97287839,39.78740157
36,36,NY,C,Second City,10,Commuter Bus,13.30793651,41.8
36,36,NY,C,Second City,11,School Bus,4.22131888,23.47560976
36,36,NY,C,Second City,12,Charter/Tour Bus,65.78703704,80.83333333
36,36,NY,C,Second City,13,City to City Bus,113.5,100.3333333
36,36,NY,C,Second City,14,Shuttle Bus,4.535947712,20.29411765
36,36,NY,C,Second City,15,Amtrak/inter city train,80,210
36,36,NY,C,Second City,16,Commuter Train,24.21666667,68.65
36,36,NY,C,Second City,17,Subway/elevated train,16.77777778,57.5
36,36,NY,C,Second City,19,Taxicab,1.527777778,24.06896552
36,36,NY,C,Second City,21,Airplane,347.125,274
36,36,NY,C,Second City,22,Bicycle,1.962962963,22.29078014
36,36,NY,C,Second City,23,Walk,0.474687874,13.85017958
36,36,NY,C,Second City,24,Special transit -- people with disabilities,4.166666667,21.25
36,36,NY,C,Second City,97,Other,15.28921569,30.83823529
36,36,NY,S,Suburban,-1,Appropriate skip,2.666666667,8.333333333
36,36,NY,S,Suburban,-7,Refused,6.666666667,18.75
36,36,NY,S,Suburban,-8,Don't Know,0.914529915,9.230769231
36,36,NY,S,Suburban,01,Car,7.44777978,16.94046847
36,36,NY,S,Suburban,02,Van,7.517266648,16.33553174
36,36,NY,S,Suburban,03,SUV,9.96120945,18.55022393
36,36,NY,S,Suburban,04,Pickup Truck,8.556650246,17.79605911
36,36,NY,S,Suburban,05,Other Truck,51.45751634,58.32352941
36,36,NY,S,Suburban,06,RV,7.666666667,120
36,36,NY,S,Suburban,07,Motorcycle,10.16260163,21.19512195
36,36,NY,S,Suburban,09,Local Public Bus,5.470734127,38.75
36,36,NY,S,Suburban,10,Commuter Bus,14.24691358,91.33333333
36,36,NY,S,Suburban,11,School Bus,4.139359699,22.10169492
36,36,NY,S,Suburban,12,Charter/Tour Bus,17.66666667,51.76666667
36,36,NY,S,Suburban,13,City to City Bus,160,167.5
36,36,NY,S,Suburban,14,Shuttle Bus,21.45751634,37.05882353
36,36,NY,S,Suburban,15,Amtrak/inter city train,271.6,309.6
36,36,NY,S,Suburban,16,Commuter Train,29.52923977,69.09210526
36,36,NY,S,Suburban,17,Subway/elevated train,10.19385343,44.14893617
36,36,NY,S,Suburban,19,Taxicab,5.152777778,29.08333333
36,36,NY,S,Suburban,20,Ferry,21.6,74
36,36,NY,S,Suburban,21,Airplane,813.8,197.9666667
36,36,NY,S,Suburban,22,Bicycle,1.5,18.41304348
36,36,NY,S,Suburban,23,Walk,0.522500674,13.18714632
36,36,NY,S,Suburban,24,Special transit -- people with disabilities,12.8,28.7
36,36,NY,S,Suburban,97,Other,9.137152778,29.96875
36,36,NY,TC,Town & Country,-1,Appropriate skip,14,35.02631579
36,36,NY,TC,Town & Country,-7,Refused,-2.944444444,14.76923077
36,36,NY,TC,Town & Country,-8,Don't Know,10.6,21.1
36,36,NY,TC,Town & Country,-9,Not Ascertained,-9,8.416666667
36,36,NY,TC,Town & Country,01,Car,10.48489544,19.30347315
36,36,NY,TC,Town & Country,02,Van,10.79442409,19.0037997
36,36,NY,TC,Town & Country,03,SUV,11.39392678,20.01809098
36,36,NY,TC,Town & Country,04,Pickup Truck,10.37610023,18.52601578
36,36,NY,TC,Town & Country,05,Other Truck,30.93297101,53.2826087
36,36,NY,TC,Town & Country,06,RV,17.44444444,26.07692308
36,36,NY,TC,Town & Country,07,Motorcycle,12.52496879,23.98876404
36,36,NY,TC,Town & Country,08,Light electric Vehicle (Golf Cart),0.662962963,13.06666667
36,36,NY,TC,Town & Country,09,Local Public Bus,10.0175737,42.54081633
36,36,NY,TC,Town & Country,10,Commuter Bus,17.33333333,41.76923077
36,36,NY,TC,Town & Country,11,School Bus,6.659031214,26.74161627
36,36,NY,TC,Town & Country,12,Charter/Tour Bus,58.66666667,117.8148148
36,36,NY,TC,Town & Country,13,City to City Bus,132.5277778,224.25
36,36,NY,TC,Town & Country,14,Shuttle Bus,6.181818182,30.15909091
36,36,NY,TC,Town & Country,15,Amtrak/inter city train,87.8,196
36,36,NY,TC,Town & Country,16,Commuter Train,37.03508772,78.31578947
36,36,NY,TC,Town & Country,17,Subway/elevated train,15.58656331,46.3255814
36,36,NY,TC,Town & Country,18,street car/trolley,10,30
36,36,NY,TC,Town & Country,19,Taxicab,8.297777778,19.7
36,36,NY,TC,Town & Country,21,Airplane,619.04,218.94
36,36,NY,TC,Town & Country,22,Bicycle,2.589965852,22.09219858
36,36,NY,TC,Town & Country,23,Walk,0.512800188,14.29029417
36,36,NY,TC,Town & Country,24,Special transit -- people with disabilities,8.684210526,32.44736842
36,36,NY,TC,Town & Country,97,Other,16.33944794,33.32075472
36,36,NY,U,Urban,-1,Appropriate skip,5.873015873,11.42857143
36,36,NY,U,Urban,-7,Refused,3.236111111,10.5
36,36,NY,U,Urban,-8,Don't Know,0.133333333,13.4
36,36,NY,U,Urban,01,Car,7.025560686,20.54106201
36,36,NY,U,Urban,02,Van,5.414462081,18.38941799
36,36,NY,U,Urban,03,SUV,7.840037309,20.38405037
36,36,NY,U,Urban,04,Pickup Truck,5.181509754,17.72519084
36,36,NY,U,Urban,05,Other Truck,8.611111111,18.29411765
36,36,NY,U,Urban,06,RV,23,30
36,36,NY,U,Urban,07,Motorcycle,12.95061728,23
36,36,NY,U,Urban,08,Light electric Vehicle (Golf Cart),0.361111111,5
36,36,NY,U,Urban,09,Local Public Bus,2.314229459,45.32758621
36,36,NY,U,Urban,10,Commuter Bus,5.362334032,50.94968553
36,36,NY,U,Urban,11,School Bus,3.290944123,29.11560694
36,36,NY,U,Urban,12,Charter/Tour Bus,34.1005291,78.23809524
36,36,NY,U,Urban,13,City to City Bus,43.5,105
36,36,NY,U,Urban,14,Shuttle Bus,4.402777778,35.41666667
36,36,NY,U,Urban,15,Amtrak/inter city train,5.323529412,49.64705882
36,36,NY,U,Urban,16,Commuter Train,8.354700855,60.09090909
36,36,NY,U,Urban,17,Subway/elevated train,4.60919304,49.36374846
36,36,NY,U,Urban,19,Taxicab,2.240253411,22.66666667
36,36,NY,U,Urban,20,Ferry,11,78.8
36,36,NY,U,Urban,21,Airplane,403.3636364,269.5454545
36,36,NY,U,Urban,22,Bicycle,1.463157895,22.11578947
36,36,NY,U,Urban,23,Walk,0.514193287,13.6645896
36,36,NY,U,Urban,24,Special transit -- people with disabilities,-2.158730159,37.45714286
36,36,NY,U,Urban,97,Other,3.892416226,32.03174603
36,36,NY,X,,09,Local Public Bus,1,30
36,36,NY,X,,23,Walk,0.722222222,31
37,37,NC,C,Second City,-1,Appropriate skip,16,29
37,37,NC,C,Second City,-7,Refused,1.488888889,11
37,37,NC,C,Second City,-8,Don't Know,-3,22.5
37,37,NC,C,Second City,-9,Not Ascertained,9.285714286,20.71428571
37,37,NC,C,Second City,01,Car,7.667600955,16.83587667
37,37,NC,C,Second City,02,Van,9.007458848,17.40972222
37,37,NC,C,Second City,03,SUV,6.700877664,14.21977431
37,37,NC,C,Second City,04,Pickup Truck,7.27726038,16.82654249
37,37,NC,C,Second City,05,Other Truck,27.62857143,32.4
37,37,NC,C,Second City,06,RV,2.333333333,7.333333333
37,37,NC,C,Second City,07,Motorcycle,11.5,21
37,37,NC,C,Second City,08,Light electric Vehicle (Golf Cart),5,160
37,37,NC,C,Second City,09,Local Public Bus,3.902071563,41.38983051
37,37,NC,C,Second City,10,Commuter Bus,-0.588888889,16.2
37,37,NC,C,Second City,11,School Bus,5.813218391,30.74137931
37,37,NC,C,Second City,12,Charter/Tour Bus,46.88888889,70
37,37,NC,C,Second City,14,Shuttle Bus,4.675925926,19.08333333
37,37,NC,C,Second City,15,Amtrak/inter city train,173,240
37,37,NC,C,Second City,19,Taxicab,2.949494949,13.63636364
37,37,NC,C,Second City,21,Airplane,471,190.875
37,37,NC,C,Second City,22,Bicycle,1.787335723,15.70967742
37,37,NC,C,Second City,23,Walk,0.588609204,14.72540046
37,37,NC,C,Second City,24,Special transit -- people with disabilities,14.875,37.1875
37,37,NC,C,Second City,97,Other,19.23206751,40.97468354
37,37,NC,S,Suburban,-1,Appropriate skip,2.333333333,9.333333333
37,37,NC,S,Suburban,-7,Refused,10,17.5
37,37,NC,S,Suburban,-8,Don't Know,-8,61.66666667
37,37,NC,S,Suburban,-9,Not Ascertained,-3,15
37,37,NC,S,Suburban,01,Car,7.960932593,16.58301101
37,37,NC,S,Suburban,02,Van,8.879964457,17.25521558
37,37,NC,S,Suburban,03,SUV,9.691403082,17.53198798
37,37,NC,S,Suburban,04,Pickup Truck,11.4176982,17.07559682
37,37,NC,S,Suburban,05,Other Truck,29.34920635,31.85714286
37,37,NC,S,Suburban,07,Motorcycle,13.5462963,22.75
37,37,NC,S,Suburban,08,Light electric Vehicle (Golf Cart),0.222222222,7.5
37,37,NC,S,Suburban,09,Local Public Bus,3.321428571,38.39285714
37,37,NC,S,Suburban,10,Commuter Bus,17.58730159,51
37,37,NC,S,Suburban,11,School Bus,5.946382429,26.31976744
37,37,NC,S,Suburban,12,Charter/Tour Bus,71.25,96.25
37,37,NC,S,Suburban,13,City to City Bus,0.555555556,15
37,37,NC,S,Suburban,14,Shuttle Bus,9.722222222,25
37,37,NC,S,Suburban,15,Amtrak/inter city train,0.5,2
37,37,NC,S,Suburban,16,Commuter Train,0.5,4
37,37,NC,S,Suburban,17,Subway/elevated train,-0.518518519,31.66666667
37,37,NC,S,Suburban,19,Taxicab,9.333333333,20.33333333
37,37,NC,S,Suburban,20,Ferry,-8,30
37,37,NC,S,Suburban,21,Airplane,274.3809524,134.2857143
37,37,NC,S,Suburban,22,Bicycle,2.350617284,20.71111111
37,37,NC,S,Suburban,23,Walk,0.36097871,13.97140133
37,37,NC,S,Suburban,24,Special transit -- people with disabilities,0.333333333,2
37,37,NC,S,Suburban,97,Other,5.908119658,20.67307692
37,37,NC,TC,Town & Country,-1,Appropriate skip,8.586419753,14.94444444
37,37,NC,TC,Town & Country,-7,Refused,6.486111111,17.54166667
37,37,NC,TC,Town & Country,-8,Don't Know,4.663398693,24
37,37,NC,TC,Town & Country,-9,Not Ascertained,-1.296296296,14
37,37,NC,TC,Town & Country,01,Car,10.35445603,18.91537387
37,37,NC,TC,Town & Country,02,Van,10.91419635,19.55982086
37,37,NC,TC,Town & Country,03,SUV,10.37421232,18.28130096
37,37,NC,TC,Town & Country,04,Pickup Truck,10.96204614,19.418673
37,37,NC,TC,Town & Country,05,Other Truck,31.91585233,42.41693811
37,37,NC,TC,Town & Country,06,RV,51.84375,78.75
37,37,NC,TC,Town & Country,07,Motorcycle,15.2972583,24.54545455
37,37,NC,TC,Town & Country,08,Light electric Vehicle (Golf Cart),0.911522634,8.388888889
37,37,NC,TC,Town & Country,09,Local Public Bus,10.88235294,34.47058824
37,37,NC,TC,Town & Country,10,Commuter Bus,26.85714286,41.42857143
37,37,NC,TC,Town & Country,11,School Bus,7.634011346,33.84433375
37,37,NC,TC,Town & Country,12,Charter/Tour Bus,160.3076923,233.3846154
37,37,NC,TC,Town & Country,13,City to City Bus,16,30
37,37,NC,TC,Town & Country,14,Shuttle Bus,50.71698113,33.73584906
37,37,NC,TC,Town & Country,15,Amtrak/inter city train,45,34
37,37,NC,TC,Town & Country,18,street car/trolley,3,10
37,37,NC,TC,Town & Country,19,Taxicab,10.66666667,25
37,37,NC,TC,Town & Country,20,Ferry,5,20
37,37,NC,TC,Town & Country,21,Airplane,1034.695652,296.3913043
37,37,NC,TC,Town & Country,22,Bicycle,2.401065449,19.37899543
37,37,NC,TC,Town & Country,23,Walk,0.484088862,14.1804263
37,37,NC,TC,Town & Country,24,Special transit -- people with disabilities,17.43209877,33.88888889
37,37,NC,TC,Town & Country,97,Other,10.09444444,22.56153846
38,38,ND,C,Second City,01,Car,7.551490515,14.97909408
38,38,ND,C,Second City,02,Van,6.339869281,13.63529412
38,38,ND,C,Second City,03,SUV,10.22707659,19.41747573
38,38,ND,C,Second City,04,Pickup Truck,7.328605201,15.14893617
38,38,ND,C,Second City,09,Local Public Bus,2.666666667,35
38,38,ND,C,Second City,11,School Bus,17.125,32.875
38,38,ND,C,Second City,22,Bicycle,1.703703704,15.33333333
38,38,ND,C,Second City,23,Walk,0.037537538,9.081081081
38,38,ND,S,Suburban,01,Car,12.87452107,20.98275862
38,38,ND,S,Suburban,02,Van,2.960648148,13.54166667
38,38,ND,S,Suburban,03,SUV,5.100529101,12.52380952
38,38,ND,S,Suburban,04,Pickup Truck,4.082742317,13.57446809
38,38,ND,S,Suburban,11,School Bus,31,47.5
38,38,ND,S,Suburban,19,Taxicab,9,15
38,38,ND,S,Suburban,23,Walk,1.116666667,13.85
38,38,ND,S,Suburban,97,Other,3.488888889,9.4
38,38,ND,TC,Town & Country,01,Car,9.201881015,15.98425197
38,38,ND,TC,Town & Country,02,Van,15.77777778,26.03174603
38,38,ND,TC,Town & Country,03,SUV,9.391503268,14.52941176
38,38,ND,TC,Town & Country,04,Pickup Truck,13.36457164,18.95959596
38,38,ND,TC,Town & Country,05,Other Truck,2,12.8
38,38,ND,TC,Town & Country,07,Motorcycle,0.111111111,1
38,38,ND,TC,Town & Country,09,Local Public Bus,0.555555556,20
38,38,ND,TC,Town & Country,11,School Bus,19.02525253,35.18181818
38,38,ND,TC,Town & Country,22,Bicycle,0.920634921,9.857142857
38,38,ND,TC,Town & Country,23,Walk,-0.075757576,8.353535354
38,38,ND,TC,Town & Country,97,Other,16.06432749,32.73684211
39,39,OH,C,Second City,01,Car,9.592243187,18.84669811
39,39,OH,C,Second City,02,Van,5.633404105,12.45859873
39,39,OH,C,Second City,03,SUV,11.77361111,20.0125
39,39,OH,C,Second City,04,Pickup Truck,10.38344227,19.88235294
39,39,OH,C,Second City,06,RV,106.25,156.25
39,39,OH,C,Second City,10,Commuter Bus,7.611111111,37.5
39,39,OH,C,Second City,11,School Bus,9.3,37.2
39,39,OH,C,Second City,12,Charter/Tour Bus,106,140
39,39,OH,C,Second City,22,Bicycle,5,60
39,39,OH,C,Second City,23,Walk,0.711111111,22.8
39,39,OH,C,Second City,24,Special transit -- people with disabilities,3.5,19.16666667
